Unnamed: 0,syd,did,wei,symptom,diagnose
4422,203.0,451.0,0.0,swollen gums,malnutrition
4423,204.0,451.0,2.0,low blood sugar,malnutrition
4424,205.0,451.0,2.0,low blood pressure,malnutrition
4425,211.0,451.0,0.0,infertility (female),malnutrition
4426,282.0,451.0,0.0,excessive appetite,malnutrition
4429,149.0,679.0,1.0,liver failure (cirrhosis),sclerosing cholangitis:progressive bile duct disease 
4430,179.0,679.0,1.0,jaundice (yellowing skin),sclerosing cholangitis:progressive bile duct disease 
4432,149.0,433.0,0.0,liver failure (cirrhosis),liver cancer:tumor
4433,204.0,433.0,0.0,low blood sugar,liver cancer:tumor
4435,123.0,895.0,0.0,"weight loss, unexplained",hemochromatosis:excess iron disorder
4436,149.0,895.0,1.0,liver failure (cirrhosis),hemochromatosis:excess iron disorder
4437,179.0,895.0,2.0,jaundice (yellowing skin),hemochromatosis:excess iron disorder
4438,207.0,895.0,0.0,low heart rate,hemochromatosis:excess iron disorder
4439,61.0,119.0,,mouth pain,burning mouth syndrome
4440,93.0,119.0,,sore throat,burning mouth syndrome
4441,120.0,119.0,,throat pain,burning mouth syndrome
4442,136.0,119.0,0.0,behavioral problem,burning mouth syndrome
4443,202.0,119.0,0.0,painful gums,burning mouth syndrome
4444,61.0,211.0,1.0,mouth pain,dentures
4445,202.0,211.0,1.0,painful gums,dentures
4446,203.0,211.0,1.0,swollen gums,dentures
4447,61.0,318.0,1.0,mouth pain,gingivitis:inflammation of the gums
4448,158.0,318.0,2.0,mouth ulcers,gingivitis:inflammation of the gums
4449,163.0,318.0,2.0,bleeding gums,gingivitis:inflammation of the gums
4450,202.0,318.0,2.0,painful gums,gingivitis:inflammation of the gums
4451,203.0,318.0,2.0,swollen gums,gingivitis:inflammation of the gums
4452,61.0,352.0,0.0,mouth pain,herpes stomatitis:viral mouth infection
4453,93.0,352.0,0.0,sore throat,herpes stomatitis:viral mouth infection
4454,120.0,352.0,0.0,throat pain,herpes stomatitis:viral mouth infection
4455,158.0,352.0,2.0,mouth ulcers,herpes stomatitis:viral mouth infection
4456,159.0,352.0,2.0,mouth swelling,herpes stomatitis:viral mouth infection
4457,172.0,352.0,2.0,drooling,herpes stomatitis:viral mouth infection
4458,194.0,352.0,2.0,lip swelling,herpes stomatitis:viral mouth infection
4459,203.0,352.0,2.0,swollen gums,herpes stomatitis:viral mouth infection
4460,61.0,526.0,2.0,mouth pain,oral ulcers:mouth ulcers
4461,158.0,526.0,2.0,mouth ulcers,oral ulcers:mouth ulcers
4462,61.0,649.0,0.0,mouth pain,reiter syndrome:type of joint inflammation
4463,158.0,649.0,0.0,mouth ulcers,reiter syndrome:type of joint inflammation
4464,61.0,770.0,2.0,mouth pain,toothache
4465,61.0,777.0,3.0,mouth pain,trauma
4466,110.0,777.0,1.0,vaginal pain,trauma
4467,194.0,777.0,3.0,lip swelling,trauma
4468,195.0,777.0,3.0,eye swelling,trauma
4469,306.0,777.0,1.0,high blood sugar,trauma
4470,61.0,531.0,0.0,mouth pain,mouth cancer:oropharyngeal cancer
4471,68.0,531.0,0.0,neck swelling,mouth cancer:oropharyngeal cancer
4472,93.0,531.0,0.0,sore throat,mouth cancer:oropharyngeal cancer
4473,94.0,531.0,0.0,speech problem,mouth cancer:oropharyngeal cancer
4474,98.0,531.0,0.0,swallowing problem (dysphagia),mouth cancer:oropharyngeal cancer
4475,120.0,531.0,0.0,throat pain,mouth cancer:oropharyngeal cancer
4476,126.0,531.0,0.0,tongue swelling,mouth cancer:oropharyngeal cancer
4478,158.0,531.0,1.0,mouth ulcers,mouth cancer:oropharyngeal cancer
4479,159.0,531.0,0.0,mouth swelling,mouth cancer:oropharyngeal cancer
4480,203.0,531.0,1.0,swollen gums,mouth cancer:oropharyngeal cancer
4481,61.0,881.0,2.0,mouth pain,teeth grinding:bruxism
4482,101.0,881.0,2.0,tooth pain,teeth grinding:bruxism
4483,187.0,881.0,2.0,jaw pain,teeth grinding:bruxism
4484,254.0,881.0,2.0,sleep disorders,teeth grinding:bruxism
4485,62.0,280.0,2.0,muscle pain,febrile:fever illness
4486,121.0,280.0,2.0,tremors,febrile:fever illness
4488,209.0,280.0,2.0,hot flashes,febrile:fever illness
4489,235.0,280.0,2.0,sweating,febrile:fever illness
4490,62.0,494.0,1.0,muscle pain,myopathy:muscle disease
4491,62.0,495.0,2.0,muscle pain,myositis:muscle inflammation or infection
4492,237.0,495.0,1.0,joint stiffness,myositis:muscle inflammation or infection
4493,62.0,780.0,0.0,muscle pain,"trichinella spiralis infection:trichinosis, parasitic infection from undercooked pork"
4494,62.0,859.0,1.0,muscle pain,swine flu:h1n1 influenza
4498,162.0,859.0,0.0,sneezing,swine flu:h1n1 influenza
4500,62.0,968.0,2.0,muscle pain,rickets:childhood bone disease
4501,275.0,968.0,1.0,low back ache or pain,rickets:childhood bone disease
4502,62.0,1431.0,0.0,muscle pain,vitamin d deficiency
4503,171.0,1431.0,0.0,muscle spasm,vitamin d deficiency
4504,63.0,497.0,2.0,nail injury,nail avulsion:traumatic removal of nail
4505,63.0,498.0,2.0,nail injury,nail bruise:subungual hematoma
4506,63.0,499.0,2.0,nail injury,nail contusion:swelling of finger and nail
4507,63.0,500.0,2.0,nail injury,nail laceration:nail bed cut
4508,64.0,60.0,1.0,nasal bleeding,"arteriovenous malformation:blood vessel abnormality, avm"
4509,64.0,97.0,2.0,nasal bleeding,bleeding tendency:bleeding disorder
4510,64.0,228.0,2.0,nasal bleeding,dry air nasal irritation
4511,64.0,348.0,0.0,nasal bleeding,hereditary hemorrhagic telangiectasia:osler weber rendu syndrome
4512,64.0,507.0,2.0,nasal bleeding,nasal trauma:nose injury
4513,64.0,504.0,0.0,nasal bleeding,nasal cancer:tumor
4514,64.0,663.0,0.0,nasal bleeding,rhinosporidiosis:fungal nasal infection
4515,64.0,688.0,1.0,nasal bleeding,septal perforation:hole in the skin between nostrils
4516,64.0,832.0,0.0,nasal bleeding,"wegener's granulomatosis:granulomatosis with polyangiitis,  blood vessel disease"
4519,178.0,832.0,0.0,hemoptysis (coughing blood),"wegener's granulomatosis:granulomatosis with polyangiitis,  blood vessel disease"
4520,64.0,854.0,1.0,nasal bleeding,nasal foreign body:unnatural object in the nose
4522,162.0,854.0,2.0,sneezing,nasal foreign body:unnatural object in the nose
4523,65.0,560.0,0.0,nasal injury,perforated septum:hole in skin between nostrils
4524,236.0,560.0,0.0,nasal congestion,perforated septum:hole in skin between nostrils
4525,238.0,560.0,0.0,skin sores,perforated septum:hole in skin between nostrils
4526,65.0,602.0,0.0,nasal injury,preseptal hematoma:blood clot in the nose
4527,66.0,31.0,2.0,nausea,altitude illness:illnesses due to high altitude effects
4528,104.0,31.0,1.0,unsteady gait (trouble walking),altitude illness:illnesses due to high altitude effects
4530,164.0,31.0,1.0,loss of balance,altitude illness:illnesses due to high altitude effects
4531,292.0,31.0,1.0,confusion,altitude illness:illnesses due to high altitude effects
4532,294.0,31.0,1.0,confusion and headache,altitude illness:illnesses due to high altitude effects
4533,66.0,362.0,,nausea,hyperemesis gravidarum:severe vomiting in pregnancy
4534,78.0,362.0,1.0,pregnancy problem,hyperemesis gravidarum:severe vomiting in pregnancy
4535,113.0,362.0,,vomiting,hyperemesis gravidarum:severe vomiting in pregnancy
4536,264.0,362.0,0.0,stomach and abdominal pain,hyperemesis gravidarum:severe vomiting in pregnancy
4537,66.0,592.0,,nausea,polyphagia:overeating
4538,70.0,592.0,2.0,obesity,polyphagia:overeating
4539,113.0,592.0,,vomiting,polyphagia:overeating
4540,66.0,1263.0,1.0,nausea,duodenal cancer:small intestine
4541,116.0,1263.0,1.0,tired,duodenal cancer:small intestine
4542,123.0,1263.0,1.0,"weight loss, unexplained",duodenal cancer:small intestine
4543,218.0,1263.0,1.0,maroon stools,duodenal cancer:small intestine
4544,264.0,1263.0,1.0,stomach and abdominal pain,duodenal cancer:small intestine
4545,66.0,1443.0,1.0,nausea,drug withdrawal syndrome
4546,87.0,1443.0,1.0,seizure,drug withdrawal syndrome
4547,113.0,1443.0,1.0,vomiting,drug withdrawal syndrome
4548,116.0,1443.0,1.0,tired,drug withdrawal syndrome
4549,264.0,1443.0,1.0,stomach and abdominal pain,drug withdrawal syndrome
4550,292.0,1443.0,2.0,confusion,drug withdrawal syndrome
4551,304.0,1443.0,1.0,high blood pressure,drug withdrawal syndrome
4552,67.0,131.0,1.0,neck ache or pain,carotid artery dissection:neck artery tear
4553,104.0,131.0,1.0,unsteady gait (trouble walking),carotid artery dissection:neck artery tear
4555,293.0,131.0,1.0,headache and weakness,carotid artery dissection:neck artery tear
4556,67.0,760.0,0.0,neck ache or pain,thyroiditis:thyroid inflammation
4557,67.0,812.0,1.0,neck ache or pain,vertebral artery dissection:neck artery tear
4558,104.0,812.0,1.0,unsteady gait (trouble walking),vertebral artery dissection:neck artery tear
4559,111.0,812.0,1.0,vertigo (room spinning),vertebral artery dissection:neck artery tear
4561,145.0,812.0,1.0,headache after trauma,vertebral artery dissection:neck artery tear
4562,164.0,812.0,1.0,loss of balance,vertebral artery dissection:neck artery tear
4563,293.0,812.0,1.0,headache and weakness,vertebral artery dissection:neck artery tear
4564,67.0,865.0,1.0,neck ache or pain,brachial plexus injury:shoulder nerve injury
4565,89.0,865.0,2.0,shoulder ache or pain,brachial plexus injury:shoulder nerve injury
4566,115.0,865.0,1.0,weakness (muscle localized),brachial plexus injury:shoulder nerve injury
4567,176.0,865.0,1.0,hand numbness (paresthesias),brachial plexus injury:shoulder nerve injury
4568,234.0,865.0,2.0,armpit pain,brachial plexus injury:shoulder nerve injury
4569,241.0,865.0,1.0,arm numbness (paresthesias),brachial plexus injury:shoulder nerve injury
4570,301.0,865.0,0.0,shoulder stiffness or tightness,brachial plexus injury:shoulder nerve injury
4571,67.0,872.0,1.0,neck ache or pain,central cord syndrome:traumatic spine injury
4572,115.0,872.0,1.0,weakness (muscle localized),central cord syndrome:traumatic spine injury
4573,67.0,320.0,0.0,neck ache or pain,goiter:enlarged thyroid
4574,68.0,320.0,1.0,neck swelling,goiter:enlarged thyroid
4575,98.0,320.0,1.0,swallowing problem (dysphagia),goiter:enlarged thyroid
4576,67.0,509.0,1.0,neck ache or pain,neck trauma:injury
4577,102.0,509.0,3.0,trauma,neck trauma:injury
4578,157.0,509.0,3.0,ringing in ears (tinnitus),neck trauma:injury
4579,290.0,509.0,1.0,neck stiffness or tightness,neck trauma:injury
4580,68.0,118.0,2.0,neck swelling,burkitt lymphoma:lymph node tumor
4581,131.0,118.0,2.0,swollen lymph nodes (large lymph nodes),burkitt lymphoma:lymph node tumor
4582,68.0,150.0,2.0,neck swelling,cervical lymphadenopathy:enlarged neck lymph nodes
4583,131.0,150.0,2.0,swollen lymph nodes (large lymph nodes),cervical lymphadenopathy:enlarged neck lymph nodes
4584,290.0,150.0,2.0,neck stiffness or tightness,cervical lymphadenopathy:enlarged neck lymph nodes
4585,68.0,431.0,2.0,neck swelling,lipoma:benign fatty tumor
4586,238.0,431.0,1.0,skin sores,lipoma:benign fatty tumor
4587,287.0,431.0,0.0,lump or mass of breast,lipoma:benign fatty tumor
4588,272.0,431.0,1.0,skin bumps,lipoma:benign fatty tumor
4589,68.0,759.0,1.0,neck swelling,thyroglossal duct cyst:neck cyst
4590,68.0,571.0,1.0,neck swelling,"pharyngeal pouch:zenker's diverticulum, weakening of the esophageal wall"
4591,68.0,906.0,2.0,neck swelling,cat scratch fever:bacterial infection after cat scratch
4592,131.0,906.0,2.0,swollen lymph nodes (large lymph nodes),cat scratch fever:bacterial infection after cat scratch
4594,69.0,322.0,1.0,numbness,guillain barre syndrome:ascending muscle weakness
4595,94.0,322.0,1.0,speech problem,guillain barre syndrome:ascending muscle weakness
4596,114.0,322.0,1.0,general weakness,guillain barre syndrome:ascending muscle weakness
4597,172.0,322.0,1.0,drooling,guillain barre syndrome:ascending muscle weakness
4598,176.0,322.0,1.0,hand numbness (paresthesias),guillain barre syndrome:ascending muscle weakness
4599,241.0,322.0,1.0,arm numbness (paresthesias),guillain barre syndrome:ascending muscle weakness
4600,242.0,322.0,3.0,leg numbness (paresthesias),guillain barre syndrome:ascending muscle weakness
4601,243.0,322.0,1.0,foot numbness (paresthesias),guillain barre syndrome:ascending muscle weakness
4602,244.0,322.0,1.0,face numbness (paresthesias),guillain barre syndrome:ascending muscle weakness
4603,247.0,322.0,1.0,facial droop (weakness),guillain barre syndrome:ascending muscle weakness
4604,270.0,322.0,1.0,difficulty breathing,guillain barre syndrome:ascending muscle weakness
4605,69.0,428.0,1.0,numbness,limb ischemia:decreased blood flow
4606,69.0,778.0,3.0,numbness,traumatic nerve injury
4607,176.0,778.0,3.0,hand numbness (paresthesias),traumatic nerve injury
4608,219.0,778.0,3.0,arm cut (laceration),traumatic nerve injury
4609,220.0,778.0,3.0,hand cut (laceration),traumatic nerve injury
4610,221.0,778.0,3.0,leg cut (laceration),traumatic nerve injury
4611,222.0,778.0,3.0,foot cut (laceration),traumatic nerve injury
4612,241.0,778.0,1.0,arm numbness (paresthesias),traumatic nerve injury
4613,242.0,778.0,1.0,leg numbness (paresthesias),traumatic nerve injury
4614,243.0,778.0,3.0,foot numbness (paresthesias),traumatic nerve injury
4615,69.0,909.0,0.0,numbness,neurofibromatosis:inherited nerve tumors
4616,87.0,909.0,1.0,seizure,neurofibromatosis:inherited nerve tumors
4617,146.0,909.0,1.0,learning difficulties,neurofibromatosis:inherited nerve tumors
4618,174.0,909.0,0.0,skin growths,neurofibromatosis:inherited nerve tumors
4619,238.0,909.0,0.0,skin sores,neurofibromatosis:inherited nerve tumors
4620,69.0,371.0,1.0,numbness,hypocalcemia:low blood calcium
4621,87.0,371.0,0.0,seizure,hypocalcemia:low blood calcium
4622,114.0,371.0,1.0,general weakness,hypocalcemia:low blood calcium
4623,116.0,371.0,0.0,tired,hypocalcemia:low blood calcium
4624,121.0,371.0,0.0,tremors,hypocalcemia:low blood calcium
4625,171.0,371.0,2.0,muscle spasm,hypocalcemia:low blood calcium
4626,69.0,989.0,2.0,numbness,raynaud's disease:blood vessel constriction
4627,170.0,989.0,2.0,cyanosis (blue skin coloration),raynaud's disease:blood vessel constriction
4628,176.0,989.0,2.0,hand numbness (paresthesias),raynaud's disease:blood vessel constriction
4629,243.0,989.0,2.0,foot numbness (paresthesias),raynaud's disease:blood vessel constriction
4630,69.0,1293.0,0.0,numbness,friedreich's ataxia:genetic disorder
4631,88.0,1293.0,0.0,shortness of breath,friedreich's ataxia:genetic disorder
4632,94.0,1293.0,0.0,speech problem,friedreich's ataxia:genetic disorder
4633,104.0,1293.0,0.0,unsteady gait (trouble walking),friedreich's ataxia:genetic disorder
4634,116.0,1293.0,0.0,tired,friedreich's ataxia:genetic disorder
4635,121.0,1293.0,0.0,tremors,friedreich's ataxia:genetic disorder
4636,123.0,1293.0,0.0,"weight loss, unexplained",friedreich's ataxia:genetic disorder
4637,262.0,1293.0,0.0,chest pain,friedreich's ataxia:genetic disorder
4638,69.0,1325.0,0.0,numbness,morton's neuroma
4639,100.0,1325.0,0.0,toe pain,morton's neuroma
4640,69.0,1255.0,1.0,numbness,focal seizure:partial seizure
4641,87.0,1255.0,1.0,seizure,focal seizure:partial seizure
4642,112.0,1255.0,1.0,visual problems,focal seizure:partial seizure
4643,121.0,1255.0,1.0,tremors,focal seizure:partial seizure
4644,197.0,1255.0,2.0,visual flashing lights,focal seizure:partial seizure
4645,69.0,1315.0,1.0,numbness,lacunar stroke
4646,94.0,1315.0,1.0,speech problem,lacunar stroke
4647,104.0,1315.0,1.0,unsteady gait (trouble walking),lacunar stroke
4648,112.0,1315.0,1.0,visual problems,lacunar stroke
4649,115.0,1315.0,1.0,weakness (muscle localized),lacunar stroke
4650,164.0,1315.0,1.0,loss of balance,lacunar stroke
4651,244.0,1315.0,1.0,face numbness (paresthesias),lacunar stroke
4652,247.0,1315.0,1.0,facial droop (weakness),lacunar stroke
4653,70.0,199.0,1.0,obesity,cushing disease:excessive pituitary gland hormones
4655,188.0,199.0,0.0,impotence,cushing disease:excessive pituitary gland hormones
4656,206.0,199.0,0.0,darkening of the skin (hyperpigmentation),cushing disease:excessive pituitary gland hormones
4657,212.0,199.0,1.0,increased facial hair,cushing disease:excessive pituitary gland hormones
4658,304.0,199.0,0.0,high blood pressure,cushing disease:excessive pituitary gland hormones
4659,306.0,199.0,0.0,high blood sugar,cushing disease:excessive pituitary gland hormones
4660,282.0,199.0,0.0,excessive appetite,cushing disease:excessive pituitary gland hormones
4661,70.0,590.0,0.0,obesity,"polycystic ovarian syndrome:pcos, female hormonal disorder"
4662,105.0,590.0,1.0,vaginal bleeding,"polycystic ovarian syndrome:pcos, female hormonal disorder"
4663,199.0,590.0,2.0,amenorrhea (no menstruation),"polycystic ovarian syndrome:pcos, female hormonal disorder"
4664,206.0,590.0,2.0,darkening of the skin (hyperpigmentation),"polycystic ovarian syndrome:pcos, female hormonal disorder"
4665,211.0,590.0,2.0,infertility (female),"polycystic ovarian syndrome:pcos, female hormonal disorder"
4666,212.0,590.0,2.0,increased facial hair,"polycystic ovarian syndrome:pcos, female hormonal disorder"
4667,306.0,590.0,0.0,high blood sugar,"polycystic ovarian syndrome:pcos, female hormonal disorder"
4668,284.0,590.0,1.0,retaining fluid,"polycystic ovarian syndrome:pcos, female hormonal disorder"
4669,70.0,727.0,2.0,obesity,steroid use
4670,282.0,727.0,1.0,excessive appetite,steroid use
4671,70.0,1461.0,0.0,obesity,turner syndrome:gonadal dysgenesis
4672,112.0,1461.0,0.0,visual problems,turner syndrome:gonadal dysgenesis
4673,112.0,1461.0,0.0,visual problems,turner syndrome:gonadal dysgenesis
4674,146.0,1461.0,0.0,learning difficulties,turner syndrome:gonadal dysgenesis
4675,199.0,1461.0,0.0,amenorrhea (no menstruation),turner syndrome:gonadal dysgenesis
4676,211.0,1461.0,0.0,infertility (female),turner syndrome:gonadal dysgenesis
4677,71.0,6.0,3.0,overdose,acetaminophen overdose:adverse reaction to acetaminophen
4678,77.0,6.0,3.0,poisoning,acetaminophen overdose:adverse reaction to acetaminophen
4679,149.0,6.0,3.0,liver failure (cirrhosis),acetaminophen overdose:adverse reaction to acetaminophen
4680,153.0,6.0,3.0,ingestion,acetaminophen overdose:adverse reaction to acetaminophen
4681,71.0,34.0,2.0,overdose,amphetamine overdose
4682,77.0,34.0,2.0,poisoning,amphetamine overdose
4683,153.0,34.0,2.0,ingestion,amphetamine overdose
4684,165.0,34.0,1.0,bleeding in brain,amphetamine overdose
4685,71.0,49.0,1.0,overdose,antidepressant overdose
4686,77.0,49.0,1.0,poisoning,antidepressant overdose
4687,153.0,49.0,3.0,ingestion,antidepressant overdose
4688,71.0,64.0,3.0,overdose,aspirin:salicylates overdose
4689,77.0,64.0,3.0,poisoning,aspirin:salicylates overdose
4690,153.0,64.0,3.0,ingestion,aspirin:salicylates overdose
4691,157.0,64.0,3.0,ringing in ears (tinnitus),aspirin:salicylates overdose
4692,71.0,84.0,1.0,overdose,beta blocker overdose:blood pressure medication overdose
4693,77.0,84.0,1.0,poisoning,beta blocker overdose:blood pressure medication overdose
4694,153.0,84.0,1.0,ingestion,beta blocker overdose:blood pressure medication overdose
4695,71.0,123.0,1.0,overdose,calcium channel blocker overdose:blood pressure medication overdose
4696,77.0,123.0,1.0,poisoning,calcium channel blocker overdose:blood pressure medication overdose
4697,153.0,123.0,1.0,ingestion,calcium channel blocker overdose:blood pressure medication overdose
4698,71.0,176.0,2.0,overdose,cocaine overdose
4699,77.0,176.0,2.0,poisoning,cocaine overdose
4701,165.0,176.0,1.0,bleeding in brain,cocaine overdose
4702,235.0,176.0,1.0,sweating,cocaine overdose
4703,71.0,196.0,2.0,overdose,cough medicine abuse
4704,71.0,223.0,1.0,overdose,unisom overdose:doxylamine overdose
4705,77.0,223.0,1.0,poisoning,unisom overdose:doxylamine overdose
4706,153.0,223.0,3.0,ingestion,unisom overdose:doxylamine overdose
4707,71.0,217.0,2.0,overdose,benadryl:diphenhydramine overdose
4708,77.0,217.0,2.0,poisoning,benadryl:diphenhydramine overdose
4709,153.0,217.0,3.0,ingestion,benadryl:diphenhydramine overdose
4710,192.0,217.0,1.0,hot skin,benadryl:diphenhydramine overdose
4711,71.0,503.0,2.0,overdose,"narcotic:morphine, heroin overdose"
4712,77.0,503.0,2.0,poisoning,"narcotic:morphine, heroin overdose"
4713,153.0,503.0,3.0,ingestion,"narcotic:morphine, heroin overdose"
4714,170.0,503.0,3.0,cyanosis (blue skin coloration),"narcotic:morphine, heroin overdose"
4715,204.0,503.0,1.0,low blood sugar,"narcotic:morphine, heroin overdose"
4716,72.0,160.0,0.0,painful urination,chlamydia trachomatis infection:std
4717,75.0,160.0,2.0,penile discharge,chlamydia trachomatis infection:std
4718,82.0,160.0,0.0,rectal pain,chlamydia trachomatis infection:std
4719,108.0,160.0,2.0,vaginal discharge,chlamydia trachomatis infection:std
4720,110.0,160.0,2.0,vaginal pain,chlamydia trachomatis infection:std
4721,72.0,313.0,0.0,painful urination,genital herpes:hsv type 2 infection
4722,76.0,313.0,2.0,penis pain,genital herpes:hsv type 2 infection
4723,81.0,313.0,0.0,rash,genital herpes:hsv type 2 infection
4724,108.0,313.0,0.0,vaginal discharge,genital herpes:hsv type 2 infection
4725,110.0,313.0,2.0,vaginal pain,genital herpes:hsv type 2 infection
4726,238.0,313.0,0.0,skin sores,genital herpes:hsv type 2 infection
4727,73.0,50.0,2.0,heart pulsations and palpitations,anxiety
4728,235.0,50.0,2.0,sweating,anxiety
4729,291.0,50.0,0.0,agitated,anxiety
4730,304.0,50.0,1.0,high blood pressure,anxiety
4731,73.0,129.0,3.0,heart pulsations and palpitations,cardiac arrhythmia:abnormal heart rate
4732,111.0,129.0,3.0,vertigo (room spinning),cardiac arrhythmia:abnormal heart rate
4733,73.0,541.0,2.0,heart pulsations and palpitations,overdose
4734,87.0,541.0,3.0,seizure,overdose
4735,116.0,541.0,2.0,tired,overdose
4736,73.0,467.0,0.0,heart pulsations and palpitations,methamphetamine abuse
4737,73.0,924.0,2.0,heart pulsations and palpitations,coronary artery anomaly:heart artery malformation
4738,128.0,924.0,1.0,inconsolable baby,coronary artery anomaly:heart artery malformation
4739,129.0,924.0,1.0,wheezing (noisy breathing),coronary artery anomaly:heart artery malformation
4740,170.0,924.0,2.0,cyanosis (blue skin coloration),coronary artery anomaly:heart artery malformation
4741,73.0,52.0,0.0,heart pulsations and palpitations,aortic valve stenosis:tight heart valve
4742,189.0,52.0,0.0,heart murmur (abnormal heart sound),aortic valve stenosis:tight heart valve
4743,205.0,52.0,0.0,low blood pressure,aortic valve stenosis:tight heart valve
4744,262.0,52.0,0.0,chest pain,aortic valve stenosis:tight heart valve
4745,73.0,1519.0,1.0,heart pulsations and palpitations,cardiomegaly:enlarged heart
4746,88.0,1519.0,1.0,shortness of breath,cardiomegaly:enlarged heart
4747,116.0,1519.0,1.0,tired,cardiomegaly:enlarged heart
4748,214.0,1519.0,1.0,calf swelling,cardiomegaly:enlarged heart
4749,74.0,353.0,1.0,pelvic pain,herpes vulvovaginitis:viral infection of the vagina:herpesviral vulvovaginitis
4750,74.0,472.0,2.0,pelvic pain,mittelschmerz:ovulation pain
4751,74.0,607.0,1.0,pelvic pain,primary dysmenorrhea:painful menstruation
4752,74.0,685.0,,pelvic pain,secondary dysmenorrhea:painful menstruation
4753,74.0,784.0,0.0,pelvic pain,tubo ovarian abscess:pelvic abscess
4754,75.0,490.0,0.0,penile discharge,mycoplasma genitalium:sexually transmitted disease
4755,75.0,791.0,0.0,penile discharge,ureaplasma urealyticum infection:genital infection
4756,75.0,79.0,,penile discharge,balanitis:penis swelling
4757,76.0,79.0,1.0,penis pain,balanitis:penis swelling
4758,281.0,79.0,2.0,penis inflammation or swelling,balanitis:penis swelling
4759,76.0,558.0,0.0,penis pain,penis carcinoma:tumor
4760,281.0,558.0,0.0,penis inflammation or swelling,penis carcinoma:tumor
4761,76.0,603.0,2.0,penis pain,priapism:persistent erection
4762,281.0,603.0,0.0,penis inflammation or swelling,priapism:persistent erection
4763,76.0,1337.0,0.0,penis pain,paraphimosis
4764,188.0,1337.0,0.0,impotence,paraphimosis
4765,281.0,1337.0,0.0,penis inflammation or swelling,paraphimosis
4766,76.0,1259.0,0.0,penis pain,peyronie's disease:abnormal curvature of the penis
4767,188.0,1259.0,0.0,impotence,peyronie's disease:abnormal curvature of the penis
4768,77.0,161.0,0.0,poisoning,chlorine bleach ingestion
4769,153.0,161.0,2.0,ingestion,chlorine bleach ingestion
4770,77.0,400.0,1.0,poisoning,iron overdose
4771,153.0,400.0,2.0,ingestion,iron overdose
4772,77.0,669.0,0.0,poisoning,rubbing:isopropyl alcohol overdose
4773,153.0,669.0,1.0,ingestion,rubbing:isopropyl alcohol overdose
4774,77.0,416.0,1.0,poisoning,lead overdose:lead poisoning
4775,153.0,416.0,2.0,ingestion,lead overdose:lead poisoning
4776,77.0,570.0,1.0,poisoning,pesticide poisoning:organophosphate poisoning
4777,153.0,570.0,1.0,ingestion,pesticide poisoning:organophosphate poisoning
4778,172.0,570.0,1.0,drooling,pesticide poisoning:organophosphate poisoning
4779,77.0,640.0,1.0,poisoning,radiator fluid:ethylene glycol poisoning
4780,153.0,640.0,1.0,ingestion,radiator fluid:ethylene glycol poisoning
4781,77.0,837.0,1.0,poisoning,windshield wiper fluid:methanol poisoning
4782,153.0,837.0,1.0,ingestion,windshield wiper fluid:methanol poisoning
4783,77.0,48.0,3.0,poisoning,anticholinergic drug overdose
4784,148.0,48.0,1.0,urinary retention (inability to urinate),anticholinergic drug overdose
4785,153.0,48.0,2.0,ingestion,anticholinergic drug overdose
4786,192.0,48.0,1.0,hot skin,anticholinergic drug overdose
4788,226.0,48.0,1.0,hand redness,anticholinergic drug overdose
4789,227.0,48.0,1.0,foot redness,anticholinergic drug overdose
4790,228.0,48.0,1.0,arm redness,anticholinergic drug overdose
4791,229.0,48.0,1.0,leg redness,anticholinergic drug overdose
4792,78.0,15.0,0.0,pregnancy problem,acute fatty liver of pregnancy
4793,149.0,15.0,1.0,liver failure (cirrhosis),acute fatty liver of pregnancy
4794,78.0,315.0,1.0,pregnancy problem,gestational diabetes:diabetes during pregnancy
4795,249.0,315.0,1.0,increased thirst,gestational diabetes:diabetes during pregnancy
4796,250.0,315.0,1.0,increased urination (polyuria),gestational diabetes:diabetes during pregnancy
4797,306.0,315.0,0.0,high blood sugar,gestational diabetes:diabetes during pregnancy
4798,282.0,315.0,0.0,excessive appetite,gestational diabetes:diabetes during pregnancy
4799,277.0,315.0,0.0,unusual color or odor of urine,gestational diabetes:diabetes during pregnancy
4800,78.0,316.0,1.0,pregnancy problem,gestational hypertension:high blood pressure in pregnancy
4801,304.0,316.0,0.0,high blood pressure,gestational hypertension:high blood pressure in pregnancy
4802,78.0,473.0,0.0,pregnancy problem,"molar pregnancy:gestational trophoblastic disease, pregnancy-related tumor"
4803,107.0,473.0,0.0,vaginal bleeding during pregnancy,"molar pregnancy:gestational trophoblastic disease, pregnancy-related tumor"
4804,78.0,342.0,2.0,pregnancy problem,hemorrhage of pregnancy:vaginal bleeding during pregnancy
4805,78.0,396.0,0.0,pregnancy problem,intrahepatic cholestasis of pregnancy:liver disorder in pregnancy
4806,139.0,396.0,0.0,itchy rash (pruritic rash),intrahepatic cholestasis of pregnancy:liver disorder in pregnancy
4807,78.0,772.0,1.0,pregnancy problem,preeclampsia:toxemia of pregnancy
4808,304.0,772.0,1.0,high blood pressure,preeclampsia:toxemia of pregnancy
4809,79.0,117.0,2.0,psychiatric problem,"bulimia nervosa:binge eating, vomiting"
4810,123.0,117.0,2.0,"weight loss, unexplained","bulimia nervosa:binge eating, vomiting"
4811,136.0,117.0,2.0,behavioral problem,"bulimia nervosa:binge eating, vomiting"
